Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Shrek SuperSlam,PS2,2005,Action,Activision,0.24,0.19,0,0.06,0.5,67,21,9,26,Shaba Games,
Rayman Advance,GBA,2001,Platform,Ubisoft,0.36,0.13,0,0.01,0.5,84,17,8.4,16,Digital Eclipse,E10+
Super Robot Taisen Z,PS2,2008,Strategy,Namco Bandai Games,0,0,0.5,0,0.5,,,,,,E
PoPoLoCrois Monogatari,PS,1996,Role-Playing,Sony Computer Entertainment,0,0,0.46,0.03,0.5,,,,,,
Wet,X360,N/A,Shooter,Bethesda Softworks,0.23,0.21,0.01,0.05,0.5,69,79,7.3,86,Artificial Mind and Movement,
Tomb Raider: Anniversary,PS2,2007,Action,Eidos Interactive,0.41,0.02,0,0.07,0.5,,,8.2,29,Crystal Dynamics,M
Fantastic 4,PS2,2005,Action,Activision,0.41,0.01,0,0.07,0.5,64,42,7.8,19,7 Studios,T
Men in Black II: Alien Escape,PS2,2002,Shooter,Infogrames,0.24,0.19,0,0.06,0.5,50,19,7.3,6,Melbourne House,T
RealSports Tennis,2600,1982,Sports,Atari,0.46,0.03,0,0.01,0.5,,,,,,T
Nicktoons: Attack of the Toybots,PS2,2007,Platform,THQ,0.24,0.19,0,0.06,0.5,,,tbd,,Blue Tongue,
Raiders of the Lost Ark,2600,1981,Action,Atari,0.46,0.03,0,0.01,0.5,,,,,,E
Gauntlet,2600,1982,Action,Answer Software,0.46,0.03,0,0.01,0.5,,,,,,
Alice: Madness Returns,X360,2011,Adventure,Electronic Arts,0.27,0.14,0.04,0.04,0.5,70,67,8.1,157,Spicy Horse,
Madden NFL 07,Wii,2006,Sports,Electronic Arts,0.46,0,0,0.04,0.49,81,35,8,16,EA Canada,M
Spider-Man 2,DS,2004,Action,Activision,0.41,0.02,0.03,0.04,0.49,61,46,5,6,Vicarious Visions,E
Ridge Racer 3D,3DS,2011,Racing,Namco Bandai Games,0.19,0.15,0.12,0.03,0.49,75,59,7.2,56,Namco Bandai Games,E
Picross 3D,DS,2009,Puzzle,Nintendo,0.28,0.03,0.16,0.02,0.49,83,35,8.4,33,HAL Labs,E
Dynasty Warriors: Gundam 2,PS3,2008,Action,Namco Bandai Games,0.09,0.06,0.32,0.03,0.49,54,22,7,28,Omega Force,E
Cars Mater-National Championship,Wii,2007,Racing,THQ,0.46,0,0,0.04,0.49,,,6.7,6,Incinerator Games,T
Tony Hawk's Underground 2,GBA,2004,Sports,Activision,0.35,0.13,0,0.01,0.49,70,4,tbd,,Vicarious Visions,E
Super Monkey Ball 3D,3DS,2011,Action,Sega,0.26,0.15,0.05,0.04,0.49,55,57,5.5,31,Sega,E
Euro Truck Simulator,PC,2008,Simulation,Rondomedia,0,0.42,0,0.07,0.49,,,7.6,35,SCS Software,E
SpongeBob SquarePants: Creature from the Krusty Krab,Wii,2006,Platform,THQ,0.44,0.02,0,0.04,0.49,57,16,5.6,7,Blitz Games,
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS3,2015,Action,Square Enix,0,0,0.49,0,0.49,,,,,,E
F1 2012,X360,2012,Racing,Codemasters,0.1,0.34,0,0.05,0.49,84,42,6.9,56,Codemasters,
NBA 2K11,Wii,2010,Action,Take-Two Interactive,0.46,0.01,0,0.03,0.49,,,tbd,,Visual Concepts,E
Ice Hockey,2600,1980,Sports,Activision,0.46,0.03,0,0.01,0.49,,,,,,E
Tony Hawk's Project 8,X360,2006,Sports,Activision,0.44,0.02,0,0.04,0.49,81,65,7.6,38,Neversoft Entertainment,
Babysitting Mama,Wii,2010,Simulation,505 Games,0.33,0.12,0,0.04,0.49,,,tbd,,Cooking Mama Limited,T
Bleach: Soul Resurreccion,PS3,2011,Fighting,Nippon Ichi Software,0.27,0.1,0.07,0.05,0.49,58,34,7.2,46,Racjin,E
The Matrix: Path of Neo,PS2,2005,Action,Atari,0.41,0.01,0,0.07,0.49,69,42,7.9,42,Shiny Entertainment,T
Dragon Ball Z: Supersonic Warriors 2,DS,2005,Fighting,Atari,0.13,0.02,0.32,0.02,0.49,66,13,7.6,28,Arc System Works,T
Sonic Lost World,3DS,2013,Platform,Sega,0.24,0.14,0.07,0.03,0.49,59,34,6.5,144,Dimps Corporation,E10+
WWE Wrestlemania X8,GC,2002,Fighting,THQ,0.38,0.1,0,0.01,0.49,64,25,6.9,20,Yuke's,E10+
Boogie,Wii,2007,Misc,Electronic Arts,0.43,0.03,0,0.04,0.49,57,37,5.3,54,EA Montreal,T
The Price is Right,DS,2008,Misc,Ubisoft,0.46,0,0,0.04,0.49,,,tbd,,Ludia Inc.,E10+
Power Rangers: Dino Thunder,GBA,2003,Action,THQ,0.35,0.13,0,0.01,0.49,49,5,,,Natsume,E
GoldenEye: Rogue Agent,XB,2004,Shooter,Electronic Arts,0.34,0.13,0,0.02,0.49,61,55,7.2,20,EA LA,E
Fire Emblem: Radiant Dawn,Wii,2007,Strategy,Nintendo,0.27,0.03,0.17,0.03,0.49,78,36,8.7,180,Intelligent Systems,T
The Sims,GC,2003,Simulation,Electronic Arts,0.35,0.13,0,0.01,0.49,85,16,7.7,22,Edge of Reality,E10+
Plants vs. Zombies: Garden Warfare 2,PS4,2016,Shooter,Electronic Arts,0.2,0.21,0,0.08,0.49,81,29,7.7,111,PopCap,T
Grandia III,PS2,2005,Role-Playing,Square Enix,0.12,0.1,0.24,0.03,0.49,77,38,8.3,53,Game Arts,E10+
Ace Combat: Assault Horizon,X360,2011,Action,Namco Bandai Games,0.3,0.12,0.03,0.04,0.49,78,71,6.2,82,Project Aces,T
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,PS2,2006,Shooter,Namco Bandai Games,0,0,0.49,0,0.49,,,,,,T
Mario & Wario,SNES,1993,Puzzle,Nintendo,0,0,0.49,0,0.49,,,,,,
Scarface: The World is Yours,XB,2006,Action,Vivendi Games,0.37,0.11,0,0.02,0.49,76,41,8.4,46,Radical Entertainment,
Resident Evil: The Mercenaries 3D,3DS,2011,Action,Capcom,0.16,0.16,0.13,0.03,0.49,65,69,6.4,110,Capcom,M
FIFA Soccer 64,N64,1997,Sports,Electronic Arts,0.16,0.3,0,0.03,0.49,,,,,,M
Dreamworks Madagascar Kartz,Wii,2009,Racing,Activision,0.29,0.15,0,0.05,0.49,,,tbd,,Activision,
Star Wars Battlefront: Elite Squadron,DS,2009,Shooter,LucasArts,0.42,0.03,0,0.04,0.49,61,12,5,8,n-Space,E
Epic Mickey: Power of Illusion,3DS,2012,Action,Disney Interactive Studios,0.36,0.04,0.04,0.04,0.49,,,,,,E10+
Kane & Lynch 2: Dog Days,X360,2010,Shooter,Square Enix,0.2,0.22,0.01,0.05,0.49,,,,,,
J-League Pro Soccer Club wo Tsukurou! 2,SAT,1997,Sports,Sega,0,0,0.49,0,0.49,,,,,,
SpongeBob SquarePants: Creature from the Krusty Krab,DS,2006,Platform,THQ,0.45,0,0,0.04,0.49,56,7,7.3,4,WayForward,
Backyard Baseball,PS2,2004,Sports,Atari,0.24,0.19,0,0.06,0.49,,,7.2,10,Humongous Entertainment,E
WipEout Pulse,PS2,2009,Racing,Sony Computer Entertainment,0,0.15,0,0.33,0.49,,,,,,E
Middle-Earth: Shadow of Mordor,X360,2014,Action,Warner Bros. Interactive Entertainment,0.28,0.16,0,0.04,0.49,,,4.6,77,Behaviour Interactive,
Barbie Horse Adventures: Wild Horse Rescue,PS2,2003,Sports,Universal Interactive,0.24,0.19,0,0.06,0.49,,,6.6,10,Blitz Games,M
Pokemon Art Academy ,3DS,2014,Misc,Nintendo,0.18,0.12,0.16,0.03,0.49,76,22,7.7,19,Headstrong Games,E
Taiko no Tatsujin: Appare Sandaime,PS2,2003,Misc,Namco Bandai Games,0,0,0.49,0,0.49,,,,,,E
One Piece: Grand Battle!,PS,2001,Fighting,Atari,0,0,0.46,0.03,0.49,,,,,,
Sonic & All-Stars Racing Transformed,PS3,2012,Racing,Sega,0.08,0.3,0.01,0.09,0.49,,,,,,
Medal of Honor,PC,2010,Shooter,Electronic Arts,0.2,0.23,0,0.06,0.49,72,26,6.4,516,"Dice, Danger Close",
Asphalt 3D,3DS,2011,Racing,Ubisoft,0.27,0.16,0.02,0.04,0.49,43,37,4.4,24,Gameloft,M
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PS2,2009,Shooter,Activision,0.25,0.01,0,0.22,0.49,,,,,,E10+
Crazy Taxi,GC,2001,Racing,Acclaim Entertainment,0.36,0.09,0.02,0.01,0.49,69,20,7.5,21,Acclaim,
Dragon Ball Z: Burst Limit,X360,2008,Fighting,Atari,0.24,0.18,0.03,0.05,0.49,72,50,7.6,41,"Dimps Corporation, Namco Bandai Games",T
Spy Hunter 2,PS2,2003,Racing,Midway Games,0.24,0.19,0,0.06,0.49,57,30,6.4,8,Angel Studios,T
Pac-Man World 2,XB,2002,Action,Namco Bandai Games,0.36,0.11,0,0.02,0.49,66,7,tbd,,Namco,T
Die Hard Trilogy 2: Viva Las Vegas,PS,1999,Action,Fox Interactive,0.27,0.18,0,0.03,0.49,,,,,,E
Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,PS2,2001,Misc,Hudson Soft,0,0,0.49,0,0.49,,,,,,
Sniper: Art of Victory,PC,2008,Shooter,City Interactive,0,0.45,0,0.03,0.49,36,7,3.6,16,City Interactive,
Tales of Legendia,PS2,2005,Role-Playing,Namco Bandai Games,0.07,0.05,0.35,0.02,0.49,72,37,7.7,38,Namco,M
SimCity 2000,SNES,1995,Simulation,THQ,0,0,0.49,0,0.49,,,,,,T
FIFA Soccer 09,DS,2008,Sports,Electronic Arts,0.12,0.31,0,0.06,0.49,84,5,6.1,31,EA Canada,
Steel Diver,3DS,2011,Action,Nintendo,0.31,0.09,0.05,0.03,0.49,58,55,6.3,29,Nintendo,E
Bravely Second: End Layer,3DS,2015,Role-Playing,Nintendo,0.17,0.1,0.18,0.03,0.49,81,70,7.4,103,Silicon Studio,E10+
Alone in the Dark,X360,2008,Adventure,Atari,0.14,0.3,0,0.05,0.48,58,53,5.7,162,Eden Studios,T
Football Manager Handheld 2009,PSP,2008,Sports,Sega,0,0.47,0,0.02,0.48,,,,,,M
Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,2015,Puzzle,Nintendo,0.06,0.07,0.34,0.01,0.48,,,,,,
Shrek the Third,PS2,2007,Action,Activision,0.4,0.02,0,0.07,0.48,56,18,6.1,9,Amaze Entertainment,
Madagascar: Operation Penguin,GBA,2005,Action,Activision,0.35,0.13,0,0.01,0.48,,,tbd,,Vicarious Visions,E10+
Need for Speed: Porsche Unleashed,GBA,2004,Racing,Zoo Digital Publishing,0.35,0.13,0,0.01,0.48,62,4,7.8,8,Pocketeers,E
Yu-Gi-Oh! Forbidden Memories (JP sales),PS,1999,Role-Playing,Konami Digital Entertainment,0,0,0.45,0.03,0.48,,,,,,E
Far Cry 2,PC,2008,Action,Ubisoft,0.01,0.45,0,0.03,0.48,85,34,5.8,1345,Ubisoft Montreal,
NFL Street 2,XB,2004,Sports,Electronic Arts,0.36,0.11,0,0.02,0.48,78,44,6.5,11,EA Tiburon,M
Millipede,2600,1983,Shooter,Atari,0.45,0.03,0,0.01,0.48,,,,,,E
The Legend of the Mystical Ninja,SNES,1991,Adventure,Konami Digital Entertainment,0,0,0.48,0,0.48,,,,,,
Mad Max (2015),XOne,2015,Action,Warner Bros. Interactive Entertainment,0.28,0.16,0,0.04,0.48,,,,,,
Rock Band Unplugged,PSP,2009,Misc,MTV Games,0.24,0.14,0,0.1,0.48,79,50,8.6,31,"Harmonix Music Systems, Backbone Entertainment",
Ultimate I Spy,Wii,2008,Adventure,Scholastic Inc.,0.45,0,0,0.03,0.48,,,tbd,,"Scholastic, Inc.",T
Jeopardy!,PS2,2003,Misc,Atari,0.24,0.18,0,0.06,0.48,,,,,,E
Destroy All Humans! 2,PS2,2006,Action,THQ,0.4,0.02,0,0.07,0.48,,,,,,
Skylanders: SuperChargers,WiiU,2015,Action,Activision,0.25,0.19,0,0.04,0.48,87,13,5.6,65,Vicarious Visions,
ECW Hardcore Revolution,PS,1999,Fighting,Acclaim Entertainment,0.27,0.18,0,0.03,0.48,,,,,,E10+
You're in the Movies,X360,2008,Misc,Microsoft Game Studios,0.27,0.17,0,0.05,0.48,55,21,5.5,20,Zoe Mode,
Cars 2,X360,2011,Racing,Disney Interactive Studios,0.28,0.15,0,0.05,0.48,,,,,,E
Scene It? Lights Camera Action,X360,2007,Misc,Microsoft Game Studios,0.43,0.01,0,0.04,0.48,73,41,8.1,21,"Screenlife Games, WXP",
MotorStorm: Apocalypse,PS3,2011,Racing,Sony Computer Entertainment,0.21,0.19,0,0.08,0.48,77,74,7.7,155,Evolution Studios,T
Dark Sector,X360,2008,Shooter,D3Publisher,0.22,0.2,0.01,0.05,0.48,72,71,7.5,147,Digital Extremes,T
Wu-Tang: Shaolin Style,PS,1998,Fighting,Activision,0.27,0.18,0,0.03,0.48,,,,,,M
Tiger Woods PGA Tour 07,X360,2006,Sports,Electronic Arts,0.44,0,0,0.04,0.48,80,44,7.9,21,EA Redwood Shores,
Plants vs. Zombies: Garden Warfare 2,XOne,2016,Shooter,Electronic Arts,0.29,0.15,0,0.04,0.48,80,64,8.1,79,PopCap,E
Mario Golf: World Tour,3DS,2014,Sports,Nintendo,0.15,0.13,0.17,0.03,0.48,78,73,8.2,76,Camelot Software Planning,E10+
Secret Weapons Over Normandy,PS2,2003,Simulation,LucasArts,0.24,0.18,0,0.06,0.48,81,26,8.2,19,Totally Games,E
Harvest Moon 64,N64,1999,Simulation,Pack In Soft,0.25,0.06,0.11,0.06,0.48,,,,,,T
All-Star Baseball 99,N64,1998,Sports,Acclaim Entertainment,0.44,0.04,0,0,0.48,,,,,,
NCAA Football 09,PS2,2008,Sports,Electronic Arts,0.4,0.02,0,0.07,0.48,,,tbd,,EA Tiburon,
Bratz: The Movie,PS2,2007,Simulation,THQ,0.24,0.18,0,0.06,0.48,,,5,4,Blitz Games,E
Crash of the Titans,DS,2007,Action,Vivendi Games,0.42,0.02,0,0.04,0.48,73,8,5.9,10,Amaze Entertainment,E
Dragon Ball: XenoVerse,PS3,2015,Fighting,Namco Bandai Games,0.16,0.13,0.14,0.06,0.48,,,7.1,62,Dimps Corporation,E
Rayman Raving Rabbids: TV Party,DS,2008,Misc,Ubisoft,0.44,0.01,0,0.04,0.48,,,tbd,,"Ubisoft Paris, Ubisoft Montpellier",T
Lollipop Chainsaw,X360,2012,Action,Warner Bros. Interactive Entertainment,0.31,0.12,0.02,0.04,0.48,70,64,7,260,Grasshopper Manufacture,E10+
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Wii,2009,Shooter,Activision,0.24,0.19,0,0.05,0.48,,,,,,M
Vigilante 8: 2nd Offense,PS,1999,Racing,Activision,0.27,0.18,0,0.03,0.48,,,,,,
The Saboteur,PS3,2009,Action,Electronic Arts,0.2,0.21,0,0.07,0.48,72,54,8.1,118,Pandemic Studios,
Metal Gear Rising: Revengeance,X360,2013,Action,Konami Digital Entertainment,0.3,0.14,0,0.04,0.48,82,46,7.8,358,PlatinumGames,M
Atelier Rorona: Alchemist of Arland,PS3,2009,Role-Playing,Nippon Ichi Software,0.22,0.1,0.11,0.05,0.48,,,,,,M
Theme Park Roller Coaster,PS2,2000,Strategy,Electronic Arts,0.23,0.18,0,0.06,0.48,82,11,7.9,17,Bullfrog Productions,
Bass Pro Shops: The Strike,Wii,2009,Sports,XS Games,0.44,0,0,0.03,0.48,,,7.6,5,Piranha Games,E
Bakugan Battle Brawlers: Defenders of the Core,DS,2010,Action,Activision,0.41,0.02,0.02,0.03,0.48,,,tbd,,Now Production,E
NFL Xtreme 2,PS,1999,Sports,989 Studios,0.27,0.18,0,0.03,0.48,,,,,,E10+
Major League Baseball 2K13,X360,2013,Sports,Take-Two Interactive,0.44,0,0,0.04,0.48,,,,,,
Scrabble 2007 Edition,DS,2007,Puzzle,Ubisoft,0,0.47,0,0,0.48,,,,,,
NHL 16,XOne,2015,Sports,Electronic Arts,0.38,0.05,0,0.05,0.48,80,18,6,81,"EA Sports, EA Canada",
Midnight Club: Street Racing,GBA,2001,Racing,Rebellion,0.34,0.13,0,0.01,0.48,50,5,5.3,6,Angel Studios,E10+
Tiger Woods PGA Tour 06,XB,2005,Sports,Electronic Arts,0.35,0.11,0,0.02,0.48,81,30,5.1,11,EA Sports,E
Fortune Street,Wii,2011,Misc,Nintendo,0.25,0.03,0.17,0.02,0.48,68,42,7.5,24,Marvelous AQL,E
FIFA World Cup Germany 2006,X360,2006,Sports,Electronic Arts,0.19,0.27,0.01,0,0.48,72,49,6.6,33,EA Canada,E
Up,PS2,2009,Action,THQ,0.19,0.05,0,0.24,0.48,,,tbd,,Asobo Studio,E
Grand Prix,2600,1981,Racing,Activision,0.45,0.03,0,0,0.48,,,,,,E
Jake Power: Fireman,DS,2008,Adventure,Ubisoft,0.08,0.35,0,0.05,0.48,,,tbd,,Magic Pockets,
World of Outlaws: Sprint Cars 2002,PS2,2002,Racing,Ignition Entertainment,0.23,0.18,0,0.06,0.48,80,10,9.1,10,Ratbag,E
Children of Mana,DS,2006,Role-Playing,Nintendo,0.16,0.01,0.29,0.01,0.48,65,34,6,21,Nex Entertainment,E
Sonic the Hedgehog,PS3,N/A,Platform,N/A,0,0.48,0,0,0.48,43,17,4.1,176,Sonic Team,E10+
Fantavision,PS2,2000,Puzzle,Sony Computer Entertainment,0.14,0.11,0.19,0.04,0.47,72,18,6.3,9,SCEJ,E10+
Double Dragon,2600,1989,Action,Activision,0.45,0.02,0,0.01,0.47,,,,,,E
Alien Trilogy,PS,1996,Shooter,Acclaim Entertainment,0.24,0.16,0.04,0.03,0.47,,,,,,
NBA Live 99,N64,1998,Sports,Electronic Arts,0.45,0.02,0,0,0.47,,,,,,
Karate,2600,N/A,Fighting,Ultravision,0.44,0.03,0,0,0.47,,,,,,
X-Men: Next Dimension,PS2,2002,Fighting,Activision,0.23,0.18,0,0.06,0.47,61,19,8.7,13,Paradox Development,
Go Diego Go! Great Dinosaur Rescue,DS,2008,Action,Take-Two Interactive,0.43,0.01,0,0.03,0.47,,,,,,T
The Godfather (JP sales),PS2,2006,Action,Electronic Arts,0.39,0.02,0,0.06,0.47,,,,,,
Dynasty Warriors Gundam,PS3,2007,Action,Tecmo Koei,0.14,0.01,0.31,0.02,0.47,60,29,6.9,16,"Koei, Omega Force",
Doom 3 BFG Edition,X360,2012,Shooter,Bethesda Softworks,0.28,0.15,0,0.04,0.47,67,30,6.5,132,id Software,T
Alice in Wonderland,DS,2010,Adventure,Disney Interactive Studios,0.25,0.17,0,0.04,0.47,78,24,tbd,,Etranges Libellules,M
Spider-Man 3,Wii,2007,Platform,Activision,0.42,0.02,0,0.04,0.47,53,39,5.3,29,Vicarious Visions,E10+
Super Puyo Puyo 2,SNES,1995,Puzzle,Compile,0,0,0.47,0,0.47,,,,,,T
Rock Band 4,XOne,2015,Misc,Harmonix Music Systems,0.38,0.04,0,0.05,0.47,79,27,6.4,54,Harmonix Music Systems,
Gauntlet Legends,PS,2000,Action,Midway Games,0.26,0.18,0,0.03,0.47,,,,,,T
James Bond 007: Blood Stone,X360,2010,Shooter,Activision,0.2,0.23,0,0.05,0.47,62,66,7.1,63,Bizarre Creations,
WipEout,PS,1995,Action,Psygnosis,0.26,0.18,0,0.03,0.47,,,,,,T
Street Fighter X Tekken,X360,2012,Fighting,Capcom,0.31,0.1,0.03,0.04,0.47,83,45,4.4,177,Capcom,
Dark Sector,PS3,2008,Shooter,D3Publisher,0.23,0.16,0.01,0.07,0.47,72,47,7.6,70,Digital Extremes,T
ICO,PS2,2001,Action,Sony Computer Entertainment,0.23,0.18,0,0.06,0.47,90,59,8.8,328,SCE Japan Studio,M
World of Warcraft: Warlords of Draenor,PC,2014,Action,Activision Blizzard,0.08,0.36,0,0.03,0.47,87,49,5.9,1154,Blizzard Entertainment,T
Ford Racing Off Road,Wii,2008,Racing,Xplosiv,0.06,0.39,0,0.01,0.47,37,5,6.3,4,Razorworks,T
Cars: Race-O-Rama,DS,2009,Racing,THQ,0.35,0.08,0,0.04,0.47,,,tbd,,Tantalus Interactive,E
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Wii,2011,Role-Playing,Square Enix,0,0,0.47,0,0.47,,,,,,E
Unreal Tournament III,X360,2008,Shooter,Midway Games,0.25,0.17,0.01,0.05,0.47,82,47,7.6,95,Epic Games,
FIFA Soccer 13,WiiU,2012,Action,Electronic Arts,0.17,0.27,0,0.04,0.47,69,28,6.2,49,Electronic Arts,M
Victorious Boxers: Ippo's Road to Glory,PS2,2000,Fighting,Empire Interactive,0.05,0.04,0.38,0.01,0.47,75,15,8,10,New,E
Densetsu no Stafi,GBA,2002,Platform,Nintendo,0,0,0.46,0.01,0.47,,,,,,T
Valkyrie Profile 2: Silmeria,PS2,2006,Role-Playing,Square Enix,0.04,0.03,0.39,0.01,0.47,84,45,9,59,Tri-Ace,
Pinball Hall of Fame: The Williams Collection,Wii,2008,Misc,System 3 Arcade Software,0.41,0.03,0,0.04,0.47,82,16,8.8,36,Farsight Studios,T
Hot Wheels Velocity X,PS2,2002,Racing,THQ,0.23,0.18,0,0.06,0.47,54,7,7.1,16,Beyond Games,E10+
MySims Racing,Wii,2009,Racing,Electronic Arts,0.19,0.23,0,0.05,0.47,68,22,7.4,5,EA Games,E
Clash of Elementalists,DS,2010,Action,Level 5,0,0,0.47,0,0.47,34,4,tbd,,Teyon,E
F.E.A.R. 2: Project Origin,PS3,2009,Shooter,Warner Bros. Interactive Entertainment,0.19,0.2,0.01,0.08,0.47,79,48,7.9,98,Monolith Productions,T
The Sims 2: Pets,Wii,2007,Simulation,Electronic Arts,0.41,0.02,0,0.04,0.47,65,15,7.3,4,Maxis,M
L.A. Rush,PS2,2005,Racing,Midway Games,0.23,0.18,0,0.06,0.47,58,31,8,10,Midway,T
Momotarou Dentetsu V,PS,1999,Misc,Hudson Entertainment,0,0,0.44,0.03,0.47,,,,,,T
Doom 64,N64,1997,Shooter,Midway Games,0.38,0.08,0,0.01,0.47,,,,,,
Bomberman Hero,N64,1998,Platform,Nintendo,0.27,0.06,0.08,0.05,0.47,,,,,,
Automobili Lamborghini,N64,1997,Racing,Titus,0.28,0.17,0,0.01,0.47,,,,,,
Quest 64,N64,1998,Role-Playing,Konami Digital Entertainment,0.38,0.08,0,0.01,0.47,,,,,,
Crash: Mind Over Mutant,X360,2008,Platform,Vivendi Games,0.22,0.2,0,0.05,0.47,60,42,6.5,23,Radical Entertainment,
Viva Pinata: Trouble in Paradise,X360,2008,Simulation,Microsoft Game Studios,0.16,0.25,0.01,0.05,0.47,82,64,7.9,61,Rare Ltd.,E10+
Epic Mickey 2: The Power of Two,PS3,2012,Action,Disney Interactive Studios,0.21,0.18,0,0.08,0.47,59,36,4.3,24,Blitz Games Studios,E
Commando,2600,1987,Action,Activision,0.44,0.02,0,0,0.47,,,,,,E
NBA Ballers: Phenom,PS2,2006,Sports,Midway Games,0.23,0.18,0,0.06,0.47,69,19,8.5,8,Midway,
Dragon Age Origins: Awakening,X360,2010,Role-Playing,Electronic Arts,0.33,0.1,0,0.04,0.47,,,,,,E
Need for Speed Carbon,XB,2006,Racing,Electronic Arts,0.35,0.1,0,0.02,0.47,74,19,7.4,11,EA Canada,
Shadowrun,X360,2007,Role-Playing,Microsoft Game Studios,0.41,0.02,0,0.04,0.47,66,57,7.5,156,FASA Studio,E10+
Crazy Taxi: Fare Wars,PSP,2007,Racing,Sega,0.1,0.22,0.02,0.12,0.47,64,25,7.1,18,Sega,M
MTV Music Generator,PS,1999,Misc,Codemasters,0.26,0.18,0,0.03,0.47,,,,,,E10+
"Warhammer 40,000: Dawn of War II",PC,2009,Strategy,THQ,0,0.45,0,0.02,0.47,85,67,8.1,1502,Relic,
Hamsterz Life,DS,2006,Action,Ubisoft,0.43,0.01,0,0.04,0.47,,,9,13,Digital Kids,M
Emergency Heroes,Wii,2008,Racing,Ubisoft,0.14,0.27,0,0.05,0.47,41,12,4.2,15,"Ubisoft Barcelona, Ubisoft Reflections",E
Super Momotarou Dentetsu DX,SNES,1995,Misc,Hudson Soft,0,0,0.47,0,0.47,,,,,,E10+
FlingSmash,Wii,2010,Action,Nintendo,0.37,0.01,0.07,0.02,0.47,48,26,6.8,13,Artoon,
World Soccer Winning Eleven 8: Liveware Evolution,PS2,2005,Sports,Konami Digital Entertainment,0,0,0.47,0,0.47,,,,,,E
Cars: Race-O-Rama,PS2,2009,Racing,THQ,0.27,0.03,0,0.17,0.47,,,tbd,,Incinerator Games,
Downhill Domination,PS2,2003,Racing,Codemasters,0.23,0.18,0,0.06,0.47,79,40,8.9,32,Incognito Inc.,E
Dead Space Extraction,Wii,2009,Shooter,Electronic Arts,0.32,0.1,0.01,0.04,0.47,82,76,8.1,82,"Eurocom Entertainment Software, Visceral Games",T
Pirates of the Caribbean: Dead Man's Chest,GBA,2006,Adventure,Disney Interactive Studios,0.33,0.12,0,0.01,0.47,70,8,5.6,5,Amaze Entertainment,M
Silent Hill: Shattered Memories,Wii,2009,Action,Konami Digital Entertainment,0.22,0.19,0.01,0.05,0.47,79,56,8,226,"Climax Group, Climax Studios",E10+
Active Life: Extreme Challenge,Wii,2009,Sports,Namco Bandai Games,0.14,0.27,0,0.06,0.47,56,13,tbd,,TOSE,M
FIFA 12,PC,2011,Sports,Electronic Arts,0.04,0.33,0,0.1,0.47,,,,,,E
Spider-Man: Friend or Foe,DS,2007,Action,Activision,0.43,0,0,0.04,0.47,55,12,tbd,,Artificial Mind and Movement,
World Series of Poker,PS2,2005,Misc,Activision,0.39,0.01,0,0.06,0.47,46,15,8.2,20,Activision,E10+
Inazuma Eleven Go 2: Chrono Stone,3DS,2012,Role-Playing,Level 5,0,0.01,0.46,0,0.47,,,,,,E10+
NHL 97,PS,1996,Sports,Electronic Arts,0.26,0.18,0,0.03,0.47,,,,,,
Final Fantasy Crystal Chronicles: Echoes of Time,DS,2009,Role-Playing,Square Enix,0.12,0.06,0.27,0.02,0.47,75,37,7.3,21,Square Enix,
Rise of Nightmares,X360,2011,Action,Sega,0.28,0.13,0.01,0.04,0.47,54,56,7.8,44,Sega,E10+
EA Sports UFC,XOne,2014,Sports,Electronic Arts,0.3,0.12,0,0.04,0.47,70,23,6.3,152,EA Sports,M
Kong: The 8th Wonder of the World,GBA,2005,Action,Ubisoft,0.33,0.12,0,0.01,0.47,59,8,tbd,,Ubisoft,T
Spider-Man 3,DS,2007,Platform,Activision,0.41,0.02,0,0.04,0.47,79,21,6.5,17,Vicarious Visions,E10+
Dead or Alive 4,X360,2005,Fighting,Tecmo Koei,0.3,0.03,0.1,0.03,0.47,85,76,8.2,223,Team Ninja,E10+
Godzilla: Save the Earth,PS2,2004,Fighting,Atari,0.23,0.18,0,0.06,0.47,62,19,8.7,21,"Pipeworks Software, Inc.",M
Dance Dance Revolution: Mario Mix,GC,2005,Misc,Nintendo,0.36,0.09,0,0.01,0.47,69,28,8.4,19,Hudson,T
Metal Gear Solid: The Twin Snakes,GC,2004,Action,Konami Digital Entertainment,0.3,0.08,0.07,0.01,0.47,85,54,9,142,Silicon Knights,E
Tiger Woods PGA Tour 07,Wii,N/A,Sports,Electronic Arts,0.43,0,0,0.04,0.47,71,41,6.9,44,EA Redwood Shores,M
Art Academy: Lessons for Everyone,3DS,2012,Action,Nintendo,0.2,0.04,0.21,0.02,0.46,81,14,7.6,22,"Nintendo, Headstrong Games",E
